"loan_id","id","state_code","application_type","emp_length","emp_title","grade","home_ownership","issue_date","last_credit_pull_date","last_payment_date","loan_status","next_payment_date","member_id","purpose","sub_grade","term","verification_status","annual_income","dti","installment","int_rate","loan_amount","total_acc","total_payment"
2828,438794,"CA","INDIVIDUAL","7 years","Borders Group","A","RENT","09-09-2021","12-09-2021","12-09-2021","Fully Paid","12-10-2021",529085,"credit card","A3"," 36 months","Not Verified",20000,0.0468,52.3,0.0774,1675,7,1883
2829,1053902,"CO","INDIVIDUAL","7 years","LIFE CARE CENTER OF AMERICA","A","RENT","11-12-2021","16-05-2021","14-07-2021","Fully Paid","14-08-2021",1285719,"credit card","A4"," 36 months","Not Verified",47000,0.1736,469.36,0.079,15000,18,16833
2830,434778,"CA","INDIVIDUAL","7 years","State Compensation Insurance Fund","A","RENT","09-08-2021","14-10-2021","12-09-2021","Fully Paid","12-10-2021",519048,"credit card","A4"," 36 months","Not Verified",48000,0.135,309.78,0.0859,9800,19,11152
2831,700883,"AR","INDIVIDUAL","8 years","State of Arkansas","A","RENT","11-03-2021","14-03-2021","14-04-2021","Fully Paid","14-05-2021",892603,"credit card","A1"," 36 months","Not Verified",39520,0.2466,331.76,0.0542,11000,13,11943
2832,853229,"CA","INDIVIDUAL","8 years","BLS limousin servis","A","RENT","11-09-2021","15-10-2021","14-10-2021","Fully Paid","14-11-2021",1065387,"credit card","A1"," 36 months","Not Verified",47000,0.1422,365.23,0.0603,12000,16,13148
2833,1045616,"NY","INDIVIDUAL","8 years","Population Council","A","RENT","11-12-2021","16-05-2021","13-08-2021","Fully Paid","13-09-2021",1276042,"credit card","A2"," 36 months","Not Verified",70360,0.0829,307.04,0.0662,10000,19,10847
2834,1034247,"MN","INDIVIDUAL","8 years","United Bankers' Bank","A","RENT","11-11-2021","14-07-2021","14-07-2021","Fully Paid","14-08-2021",1263840,"credit card","A2"," 36 months","Not Verified",45000,0.0989,368.45,0.0662,12000,31,13234
2835,484291,"TX","INDIVIDUAL","8 years","University of Texas at Austin, HRC","A","RENT","10-02-2021","13-03-2021","13-03-2021","Fully Paid","13-04-2021",616541,"credit card","A3"," 36 months","Not Verified",30000,0.1232,173.26,0.0714,5600,16,6238
2836,1041776,"CA","INDIVIDUAL","8 years","Airnamic Inc.","A","RENT","11-12-2021","16-05-2021","14-12-2021","Fully Paid","14-01-2022",1271811,"credit card","A5"," 36 months","Not Verified",60000,0.0724,317.54,0.089,10000,12,11431
2837,732237,"CA","INDIVIDUAL","9 years","Air Force","A","RENT","11-04-2021","16-05-2021","14-02-2021","Fully Paid","14-03-2021",928416,"credit card","A2"," 36 months","Not Verified",64000,0.2053,212.29,0.0579,7000,21,7637
2838,527932,"CA","INDIVIDUAL","9 years","Village Investment Partners","A","RENT","10-06-2021","13-06-2021","13-06-2021","Fully Paid","13-07-2021",682830,"credit card","A3"," 36 months","Not Verified",67000.08,0.1404,247.53,0.0714,8000,22,8912
2839,1001539,"CA","INDIVIDUAL","9 years","COROVAN Moving & Storage","A","RENT","11-10-2021","14-11-2021","14-11-2021","Fully Paid","14-12-2021",1227338,"credit card","A4"," 36 months","Not Verified",66000,0.1275,312.91,0.079,10000,8,11264
2840,734009,"CA","INDIVIDUAL","9 years","Al Frank Asset Management, Inc.","A","RENT","11-04-2021","14-05-2021","14-05-2021","Fully Paid","14-06-2021",930463,"credit card","A4"," 36 months","Not Verified",85000,0.1725,178.31,0.0729,5750,23,6419
2841,462447,"FL","INDIVIDUAL","9 years","City of Pembroke Pines","A","RENT","09-12-2021","12-12-2021","12-12-2021","Fully Paid","12-01-2022",578516,"credit card","A5"," 36 months","Not Verified",102000,0.0731,476.58,0.0894,15000,23,17157
2842,545189,"CA","INDIVIDUAL","9 years","Hitachi Data Systems","A","RENT","10-07-2021","12-05-2021","12-05-2021","Fully Paid","12-06-2021",703182,"credit card","A5"," 36 months","Not Verified",140000,0.0838,375.38,0.0788,12000,14,13263
2843,1015479,"NY","INDIVIDUAL","< 1 year","New York Presbyterian Hospital","A","RENT","11-11-2021","16-01-2021","14-09-2021","Fully Paid","14-10-2021",1243141,"credit card","A1"," 36 months","Not Verified",27864,0.0917,140.01,0.0603,4600,25,5038
2844,287454,"PA","INDIVIDUAL","< 1 year","Wissahickon Cyclery","A","RENT","08-03-2021","16-04-2021","09-06-2021","Fully Paid","09-07-2021",287371,"credit card","A2"," 36 months","Not Verified",30000,0.0252,109.17,0.0768,3500,7,3762
2845,607833,"CA","INDIVIDUAL","< 1 year","Lawler & Lawler","A","RENT","10-11-2021","13-04-2021","13-04-2021","Fully Paid","13-05-2021",779716,"credit card","A2"," 36 months","Not Verified",72000,0.2037,193.34,0.0579,10000,25,6934
2846,348670,"AZ","INDIVIDUAL","< 1 year","Veterinary Specialty Center of Tucson","A","RENT","08-06-2021","15-03-2021","11-06-2021","Fully Paid","11-07-2021",349940,"credit card","A3"," 36 months","Not Verified",20800,0.1004,206.83,0.08,7250,8,7445
2847,500146,"FL","INDIVIDUAL","< 1 year","Fisher Blue Water Galleries","A","RENT","10-04-2021","16-01-2021","13-03-2021","Fully Paid","13-04-2021",642254,"credit card","A3"," 36 months","Not Verified",81000,0.1528,185.64,0.0714,6000,10,6682
2848,476940,"NY","INDIVIDUAL","< 1 year","","A","RENT","10-01-2021","13-10-2021","13-02-2021","Fully Paid","13-03-2021",604393,"credit card","A3"," 36 months","Not Verified",60000,0.0494,224.78,0.0774,7200,13,8154
2849,532553,"NY","INDIVIDUAL","< 1 year","PreMediaGlobal","A","RENT","10-06-2021","16-05-2021","13-07-2021","Fully Paid","13-08-2021",688365,"credit card","A3"," 36 months","Not Verified",100000,0.0719,417.71,0.0714,13500,25,15039
2850,823990,"DC","INDIVIDUAL","< 1 year","Merrill Lynch","A","RENT","11-07-2021","14-08-2021","14-08-2021","Fully Paid","14-09-2021",1032594,"credit card","A3"," 36 months","Not Verified",65000,0.0654,92.62,0.0699,3000,11,3334
2851,647796,"AL","INDIVIDUAL","< 1 year","St. Vincents Hospital","A","RENT","11-01-2021","16-05-2021","12-09-2021","Fully Paid","12-10-2021",828765,"credit card","A3"," 36 months","Not Verified",43200,0.0597,274.5,0.0617,9000,31,9696
2852,724053,"NY","INDIVIDUAL","< 1 year","","A","RENT","11-04-2021","16-05-2021","14-02-2021","Fully Paid","14-03-2021",919117,"credit card","A3"," 36 months","Not Verified",50000,0.0626,283.74,0.0692,9200,37,10209
2853,646452,"KS","INDIVIDUAL","< 1 year","Kansas University","A","RENT","11-01-2021","16-05-2021","14-01-2021","Fully Paid","14-02-2021",827115,"credit card","A3"," 36 months","Not Verified",38000,0.2435,244,0.0617,8000,36,8784
2854,810273,"TX","INDIVIDUAL","< 1 year","LegalZoom.com","A","RENT","11-07-2021","16-05-2021","12-04-2021","Fully Paid","12-05-2021",1017169,"credit card","A4"," 36 months","Not Verified",24000,0.0425,149.29,0.0749,4800,8,4921
2855,368507,"CO","INDIVIDUAL","< 1 year","Trek Bicycle Store of Boulder","A","RENT","08-12-2021","16-04-2021","11-09-2021","Fully Paid","11-10-2021",383119,"credit card","A4"," 36 months","Not Verified",25000,0.1623,175.71,0.0932,5500,9,6284
2856,775038,"CO","INDIVIDUAL","< 1 year","Denver Regional Council of Governments","A","RENT","11-07-2021","15-12-2021","14-03-2021","Fully Paid","14-04-2021",977262,"credit card","A4"," 36 months","Not Verified",41000,0.1787,223.94,0.0749,7200,16,8048
2857,476579,"NJ","INDIVIDUAL","< 1 year","All Creatures Great and Small","A","RENT","10-01-2021","11-09-2021","11-10-2021","Fully Paid","11-11-2021",603769,"credit card","A4"," 36 months","Not Verified",26400,0.1014,189.67,0.0859,6000,12,6374
2858,465459,"CA","INDIVIDUAL","< 1 year","Bellflower Unified School District","A","RENT","09-12-2021","16-05-2021","12-05-2021","Fully Paid","12-06-2021",584010,"credit card","A4"," 36 months","Not Verified",70000,0.1538,316.11,0.0859,10000,23,11318
2859,642844,"VA","INDIVIDUAL","< 1 year","SNL Financial","A","RENT","10-12-2021","12-04-2021","11-09-2021","Fully Paid","11-10-2021",822745,"credit card","A5"," 36 months","Not Verified",37500,0.1203,42.4,0.0691,1375,6,1433
2860,618067,"CA","INDIVIDUAL","< 1 year","","A","RENT","10-11-2021","13-11-2021","13-12-2021","Fully Paid","13-01-2022",792338,"credit card","A5"," 36 months","Not Verified",45000,0.0235,111.01,0.0691,3600,11,3996
2861,494603,"WA","INDIVIDUAL","< 1 year","GenPrime Inc.","A","RENT","10-03-2021","15-02-2021","13-01-2021","Fully Paid","13-02-2021",633282,"credit card","A5"," 36 months","Not Verified",42000,0.1074,262.76,0.0788,8400,22,9450
2862,499812,"NY","INDIVIDUAL","< 1 year","Digitas Inc","A","RENT","10-04-2021","16-05-2021","13-04-2021","Fully Paid","13-05-2021",641689,"credit card","A5"," 36 months","Not Verified",80000,0.0697,200.2,0.0788,6400,28,7207
2863,585434,"CA","INDIVIDUAL","< 1 year","2wire","A","RENT","10-09-2021","16-01-2021","13-05-2021","Fully Paid","13-06-2021",752191,"credit card","A5"," 36 months","Not Verified",105000,0.0633,437.94,0.0788,14000,18,15723
2864,497517,"CA","INDIVIDUAL","< 1 year","AC Square, Inc.","A","RENT","10-03-2021","13-04-2021","13-04-2021","Fully Paid","13-05-2021",637844,"credit card","A5"," 36 months","Not Verified",60000,0.2278,172.05,0.0788,5500,19,6194
2865,519928,"CA","INDIVIDUAL","< 1 year","AGC","A","RENT","10-05-2021","13-06-2021","13-06-2021","Fully Paid","13-07-2021",672121,"credit card","A5"," 36 months","Not Verified",72000,0.1895,187.69,0.0788,6000,40,6757
2866,358960,"CA","INDIVIDUAL","< 1 year","Reiter Affiliated Companies","A","RENT","10-06-2021","16-05-2021","12-08-2021","Fully Paid","12-09-2021",365900,"credit card","A5"," 36 months","Not Verified",65000,0.1019,150.15,0.0788,4800,52,5342
2867,640033,"CA","INDIVIDUAL","2 years","Jalux Americas, Inc.","A","RENT","11-01-2021","15-09-2021","11-07-2021","Fully Paid","11-08-2021",819327,"credit card","A5"," 36 months","Not Verified",21000,0.1697,154.18,0.0691,5000,27,5162
2868,397354,"CA","INDIVIDUAL","3 years","Belly up","A","RENT","09-04-2021","12-02-2021","12-02-2021","Fully Paid","12-03-2021",438039,"credit card","A3"," 36 months","Not Verified",34000,0.1585,156.69,0.08,5000,24,5645
2869,1023547,"CT","INDIVIDUAL","3 years","Chubb","A","RENT","11-11-2021","15-11-2021","13-01-2021","Fully Paid","13-02-2021",1252598,"credit card","A4"," 36 months","Not Verified",70000,0.0523,175.23,0.079,5600,26,6007
2870,300013,"NJ","INDIVIDUAL","7 years","Town of Boonton","A","RENT","08-03-2021","10-12-2021","11-01-2021","Fully Paid","11-02-2021",300009,"credit card","A5"," 36 months","Not Verified",8500,0.0424,142.33,0.0863,4500,25,5101
2871,821640,"OH","INDIVIDUAL","1 year","Volt Workforce","A","RENT","11-07-2021","16-01-2021","14-08-2021","Fully Paid","14-09-2021",1030008,"credit card","A1"," 36 months","Not Verified",45000,0.1024,144.77,0.0542,4800,37,5212
2872,433423,"NV","INDIVIDUAL","1 year","Lamplight Christian School","A","RENT","09-08-2021","12-08-2021","12-08-2021","Fully Paid","12-09-2021",516244,"credit card","A3"," 36 months","Not Verified",44208,0.0567,237.27,0.0774,7600,13,8542
2873,969624,"NJ","INDIVIDUAL","1 year","WorldWater & Solar Technologies, Inc.","A","RENT","11-10-2021","14-06-2021","14-06-2021","Fully Paid","14-07-2021",1190850,"credit card","A3"," 36 months","Not Verified",60000,0.2137,280,0.0751,9000,17,10010
2874,438692,"CA","INDIVIDUAL","1 year","Commission Junction","A","RENT","09-09-2021","16-05-2021","12-09-2021","Fully Paid","12-10-2021",528858,"credit card","A4"," 36 months","Not Verified",39000,0.0098,72.71,0.0859,2300,11,2617
2875,1017849,"CA","INDIVIDUAL","1 year","Rehab Alliance","A","RENT","11-11-2021","15-04-2021","14-02-2021","Fully Paid","14-03-2021",1246042,"credit card","A4"," 36 months","Not Verified",70560,0.1613,300.39,0.079,9600,34,10673
2876,488999,"NY","INDIVIDUAL","1 year","Eyebeam Atelier","A","RENT","10-03-2021","16-05-2021","13-02-2021","Fully Paid","13-03-2021",623786,"credit card","A5"," 36 months","Not Verified",42000,0.1703,128.25,0.0788,4100,29,4579
2877,739063,"TX","INDIVIDUAL","1 year","Omnicom Media Group","A","RENT","11-05-2021","16-05-2021","14-05-2021","Fully Paid","14-06-2021",936586,"credit card","A5"," 36 months","Not Verified",30000,0.2032,113.63,0.0849,3600,21,4091
2878,889798,"CA","INDIVIDUAL","10+ years","bank of america","A","RENT","11-09-2021","16-05-2021","14-02-2021","Fully Paid","14-03-2021",1106413,"credit card","A2"," 36 months","Not Verified",55692,0.0771,171.95,0.0662,5600,42,6156
2879,777369,"AL","INDIVIDUAL","10+ years","Asphalt Contractors Inc","A","RENT","11-07-2021","16-05-2021","14-07-2021","Fully Paid","14-08-2021",979849,"credit card","A4"," 36 months","Not Verified",52800,0.06,279.92,0.0749,9000,8,10077
2880,1047216,"IL","INDIVIDUAL","10+ years","","A","RENT","11-12-2021","16-01-2021","14-12-2021","Fully Paid","14-01-2022",1278099,"credit card","A4"," 36 months","Not Verified",70000,0.085,250.33,0.079,8000,24,9012
2881,495295,"CO","INDIVIDUAL","10+ years","","A","RENT","10-03-2021","13-11-2021","12-12-2021","Fully Paid","12-01-2022",634373,"credit card","A5"," 36 months","Not Verified",42000,0.032,359.73,0.0788,11500,12,12927
2882,710759,"NY","INDIVIDUAL","10+ years","Royal Realty corp.","A","RENT","11-06-2021","16-04-2021","14-06-2021","Fully Paid","14-07-2021",903529,"credit card","A5"," 36 months","Not Verified",46000,0.1983,220.95,0.0849,7000,24,7954
2883,362321,"MD","INDIVIDUAL","2 years","Computer Sciences Corporation","A","RENT","08-11-2021","11-11-2021","11-11-2021","Fully Paid","11-12-2021",371632,"credit card","A2"," 36 months","Not Verified",46250,0.0397,93.57,0.0768,3000,12,3368
2884,1052817,"MO","INDIVIDUAL","2 years","Edward Jones","A","RENT","11-12-2021","16-05-2021","13-06-2021","Fully Paid","13-07-2021",1284362,"credit card","A4"," 36 months","Not Verified",42000,0.1806,219.04,0.079,7000,23,7650
2885,364574,"CA","INDIVIDUAL","2 years","The North Face","A","RENT","08-12-2021","15-03-2021","10-09-2021","Fully Paid","10-10-2021",375231,"credit card","A5"," 36 months","Not Verified",80400,0.0367,399.72,0.0938,12500,19,13984
2886,396631,"CO","INDIVIDUAL","2 years","D L Adams Associates","A","RENT","09-04-2021","12-05-2021","12-05-2021","Fully Paid","12-06-2021",436998,"credit card","A5"," 36 months","Not Verified",41745,0.1958,102.71,0.0963,3200,13,3697
2887,479532,"CO","INDIVIDUAL","2 years","Kerr Brosseau Bartlett O'Brien, LLC","A","RENT","10-01-2021","14-04-2021","12-06-2021","Fully Paid","12-07-2021",609338,"credit card","A5"," 36 months","Not Verified",67500,0.1947,225.22,0.0788,7200,29,8056
2888,703311,"DC","INDIVIDUAL","2 years","USCCB","A","RENT","11-03-2021","14-04-2021","14-04-2021","Fully Paid","14-05-2021",895255,"credit card","A5"," 36 months","Not Verified",53000,0.19,299.33,0.0766,9600,44,10776
2889,605713,"NY","INDIVIDUAL","3 years","Impact Technologies, LLC","A","RENT","10-11-2021","13-11-2021","13-11-2021","Fully Paid","13-12-2021",777052,"credit card","A2"," 36 months","Not Verified",85000,0.1225,274.46,0.0579,12000,6,9881
2890,679122,"PA","INDIVIDUAL","3 years","Solvaire Technologies","A","RENT","11-02-2021","15-01-2021","14-03-2021","Fully Paid","14-04-2021",867565,"credit card","A2"," 36 months","Not Verified",33000,0.1222,272.95,0.0579,9000,44,9826
2891,478519,"CA","INDIVIDUAL","3 years","CBRE Capital Markets","A","RENT","10-01-2021","14-11-2021","13-02-2021","Fully Paid","13-03-2021",607533,"credit card","A3"," 36 months","Not Verified",65000,0.0183,124.88,0.0774,4000,8,4496
2892,365567,"IL","INDIVIDUAL","3 years","IBEW Local 134","A","RENT","08-11-2021","11-12-2021","11-12-2021","Fully Paid","11-01-2022",376659,"credit card","A3"," 36 months","Not Verified",33996,0.1338,62.68,0.08,2000,17,2256
2893,660209,"NJ","INDIVIDUAL","3 years","ISO","A","RENT","11-02-2021","14-11-2021","13-03-2021","Fully Paid","13-04-2021",844398,"credit card","A4"," 36 months","Not Verified",72000,0.1028,409.34,0.0729,13200,24,14548
2894,789955,"TX","INDIVIDUAL","3 years","Topway Enterprise","A","RENT","11-06-2021","14-03-2021","11-09-2021","Fully Paid","11-10-2021",993957,"credit card","A4"," 36 months","Not Verified",65000,0.0142,435.43,0.0749,14000,22,14173
2895,425935,"FL","INDIVIDUAL","3 years","Federal Government","A","RENT","09-07-2021","15-12-2021","11-10-2021","Fully Paid","11-11-2021",502550,"credit card","A4"," 36 months","Not Verified",37000,0.2342,223.63,0.0932,7000,40,7918
2896,465111,"NY","INDIVIDUAL","3 years","Motorola Inc","A","RENT","09-12-2021","16-01-2021","11-05-2021","Fully Paid","11-06-2021",583371,"credit card","A5"," 36 months","Not Verified",54000,0.1371,174.75,0.0894,5500,23,6056
2897,498097,"CO","INDIVIDUAL","3 years","Western Area Power Administration","A","RENT","10-03-2021","13-09-2021","12-11-2021","Fully Paid","12-12-2021",638692,"credit card","A5"," 36 months","Not Verified",70176,0.232,281.53,0.0788,9000,22,10107
2898,513806,"SD","INDIVIDUAL","3 years","Wells Fargo Auto Finance","A","RENT","10-05-2021","14-06-2021","12-03-2021","Fully Paid","12-04-2021",663965,"credit card","A5"," 36 months","Not Verified",40000,0.1041,218.97,0.0788,7000,18,7591
2899,579002,"CT","INDIVIDUAL","3 years","Westbrook lobster","A","RENT","10-09-2021","16-04-2021","11-06-2021","Fully Paid","11-07-2021",744465,"credit card","A5"," 36 months","Not Verified",45000,0.2032,181.44,0.0788,5800,37,6108
2900,491044,"MT","INDIVIDUAL","4 years","CSKT","A","RENT","10-03-2021","10-06-2021","10-06-2021","Fully Paid","10-07-2021",620323,"credit card","A2"," 36 months","Not Verified",40000,0.063,30.77,0.0676,1000,14,1017
2901,1037763,"WA","INDIVIDUAL","4 years","Baxter Auto Parts","A","RENT","11-11-2021","16-05-2021","14-12-2021","Fully Paid","14-01-2022",1267456,"credit card","A3"," 36 months","Not Verified",32000,0.1905,373.33,0.0751,12000,22,13440
2902,1015684,"CA","INDIVIDUAL","4 years","UC Berkeley","A","RENT","11-11-2021","16-05-2021","13-07-2021","Fully Paid","13-08-2021",1243360,"credit card","A3"," 36 months","Not Verified",46000,0.1234,280,0.0751,9000,20,9850
2903,702013,"WI","INDIVIDUAL","4 years","Lutheran Social Services","A","RENT","11-03-2021","14-03-2021","14-04-2021","Fully Paid","14-05-2021",893854,"credit card","A4"," 36 months","Not Verified",33200,0.2219,434.14,0.0729,14000,21,15629
2904,495681,"MA","INDIVIDUAL","4 years","Village Transportation","A","RENT","10-03-2021","16-02-2021","10-11-2021","Fully Paid","10-12-2021",539528,"credit card","A5"," 36 months","Not Verified",46800,0.0074,437.93,0.0788,14000,17,14565
2905,803053,"MA","INDIVIDUAL","4 years","Millennium Training Institute","A","RENT","11-07-2021","13-11-2021","12-12-2021","Fully Paid","12-01-2022",1008781,"credit card","A5"," 36 months","Not Verified",55000,0.0231,142.04,0.0849,4500,28,4873
2906,442191,"TX","INDIVIDUAL","4 years","Glow Networks","A","RENT","09-09-2021","15-08-2021","12-10-2021","Fully Paid","12-11-2021",536994,"credit card","A5"," 36 months","Not Verified",57000,0.1899,381.26,0.0894,12000,26,13725
2907,542873,"PA","INDIVIDUAL","5 years","Partridge Architects","A","RENT","10-07-2021","16-05-2021","13-01-2021","Fully Paid","13-02-2021",700475,"credit card","A4"," 36 months","Not Verified",55000,0.07,126,0.0751,4050,17,4520
2908,428469,"IL","INDIVIDUAL","5 years","JV Henik Inc","A","RENT","09-07-2021","15-07-2021","12-08-2021","Fully Paid","12-09-2021",507023,"credit card","A4"," 36 months","Not Verified",58000,0.0507,188.49,0.0932,5900,26,6785
2909,418522,"FL","INDIVIDUAL","5 years","David Boland, Inc.","A","RENT","09-06-2021","12-04-2021","12-04-2021","Fully Paid","12-05-2021",488448,"credit card","A4"," 36 months","Not Verified",42200,0.1777,142.17,0.0932,4450,25,5111
2910,1011748,"WA","INDIVIDUAL","6 years","Spokane Falls Community College","A","RENT","11-11-2021","14-11-2021","14-11-2021","Fully Paid","14-12-2021",1238853,"credit card","A2"," 36 months","Not Verified",25000,0.2722,61.41,0.0662,2000,18,2211
2911,376737,"NY","INDIVIDUAL","6 years","The Home Depot","A","RENT","09-05-2021","16-05-2021","12-06-2021","Fully Paid","12-07-2021",400062,"credit card","A5"," 36 months","Not Verified",32000,0.1511,115.54,0.0963,3600,21,4159
2912,940886,"NY","INDIVIDUAL","7 years","united nations","A","RENT","11-11-2021","16-05-2021","14-11-2021","Fully Paid","14-12-2021",1161637,"credit card","A3"," 36 months","Not Verified",79000,0.0281,311.11,0.0751,10000,10,11200
2913,1055231,"CA","INDIVIDUAL","7 years","SMCI / S3545.com","A","RENT","11-12-2021","14-12-2021","14-12-2021","Fully Paid","14-01-2022",1286787,"credit card","A3"," 36 months","Not Verified",52000,0.2416,373.33,0.0751,12000,18,13440
2914,605484,"NY","INDIVIDUAL","7 years","thomas phifer and partners","A","RENT","10-10-2021","13-11-2021","13-11-2021","Fully Paid","13-12-2021",776768,"credit card","A5"," 36 months","Not Verified",86000,0.1475,462.54,0.0691,15000,22,16651
2915,1035024,"CA","INDIVIDUAL","8 years","Automatic Data Processing","A","RENT","11-11-2021","16-05-2021","14-12-2021","Fully Paid","14-01-2022",1264634,"credit card","A5"," 36 months","Not Verified",44100,0.2512,412.8,0.089,13000,29,14860
2916,389288,"NY","INDIVIDUAL","8 years","CUTCO CORP","A","RENT","09-04-2021","12-04-2021","12-04-2021","Fully Paid","12-05-2021",423407,"credit card","A5"," 36 months","Not Verified",55032,0.2117,385.14,0.0963,12000,25,13865
2917,501804,"CA","INDIVIDUAL","9 years","EMG","A","RENT","10-04-2021","13-04-2021","13-04-2021","Fully Paid","13-05-2021",645097,"credit card","A3"," 36 months","Not Verified",60000,0.1474,278.46,0.0714,9000,35,10025
2918,359727,"VA","INDIVIDUAL","9 years","Precision Steel Mfg. Corp.","A","RENT","08-10-2021","09-03-2021","09-03-2021","Fully Paid","09-04-2021",367119,"credit card","A5"," 36 months","Not Verified",45000,0.1069,191.87,0.0938,6000,11,6181
2919,452435,"CA","INDIVIDUAL","9 years","FIDM","A","RENT","09-10-2021","14-03-2021","11-03-2021","Fully Paid","11-04-2021",558397,"credit card","A5"," 36 months","Not Verified",52128,0.1899,413.03,0.0894,13000,21,14257
2920,736684,"NV","INDIVIDUAL","< 1 year","Caesars Ent.","A","RENT","11-04-2021","13-02-2021","13-01-2021","Fully Paid","13-02-2021",933712,"credit card","A3"," 36 months","Not Verified",40000,0.0729,104.86,0.0692,3400,14,3695
2921,493045,"IL","INDIVIDUAL","< 1 year","Redbox Automated Retail","A","RENT","10-03-2021","16-01-2021","13-03-2021","Fully Paid","13-04-2021",630636,"credit card","A4"," 36 months","Not Verified",25000,0.1992,233.32,0.0751,7500,15,8400
2922,464400,"CT","INDIVIDUAL","< 1 year","United Technologies","A","RENT","09-12-2021","12-03-2021","12-03-2021","Fully Paid","12-04-2021",582057,"credit card","A4"," 36 months","Not Verified",48000,0.1265,189.67,0.0859,6000,11,6768
2923,508760,"PA","INDIVIDUAL","< 1 year","Giant Eagle","A","RENT","10-05-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",656498,"credit card","A4"," 36 months","Not Verified",24000,0.1845,238,0.0751,11500,15,8554
2924,993162,"CA","INDIVIDUAL","< 1 year","Digitaria Interactive","A","RENT","11-10-2021","16-05-2021","14-09-2021","Fully Paid","14-10-2021",1217316,"credit card","A5"," 36 months","Not Verified",34000,0.1348,211.16,0.089,6650,8,7597
2925,69990,"CT","INDIVIDUAL","< 1 year","Diageo North America","A","RENT","10-02-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",275254,"credit card","A5"," 36 months","Not Verified",125000,0.0705,484.85,0.0788,15500,21,17438
2926,639441,"DC","INDIVIDUAL","< 1 year","Cambridge Associates","A","RENT","10-12-2021","14-01-2021","14-01-2021","Fully Paid","14-02-2021",818645,"credit card","A5"," 36 months","Not Verified",46000,0.0728,77.09,0.0691,2500,13,2775
2927,994744,"CT","INDIVIDUAL","1 year","Housatonic Valley Association","A","RENT","11-10-2021","14-07-2021","14-07-2021","Fully Paid","14-08-2021",1219400,"credit card","A1"," 36 months","Not Verified",37200,0.1471,456.54,0.0603,15000,27,16412
2928,637271,"CA","INDIVIDUAL","1 year","Novogradac & Company","A","RENT","10-12-2021","14-08-2021","14-01-2021","Fully Paid","14-02-2021",816346,"credit card","A3"," 36 months","Not Verified",60000,0.1894,305,0.0617,10000,25,10980
2929,562256,"CO","INDIVIDUAL","1 year","Swedish Medical Center","A","RENT","10-08-2021","15-07-2021","13-07-2021","Fully Paid","13-08-2021",723527,"credit card","A4"," 36 months","Not Verified",47000,0.2387,280,0.0751,9000,17,10072
2930,634535,"LA","INDIVIDUAL","10+ years","TravelCorp","A","RENT","10-12-2021","16-01-2021","14-01-2021","Fully Paid","14-02-2021",812881,"credit card","A2"," 36 months","Not Verified",80000,0.0942,90.99,0.0579,3000,16,3275
2931,1050042,"CA","INDIVIDUAL","10+ years","Salt Creek Grille","A","RENT","11-12-2021","16-05-2021","15-02-2021","Fully Paid","15-03-2021",1263389,"credit card","A3"," 36 months","Not Verified",22000,0.1516,342.22,0.0751,11000,10,12343
2932,849634,"CA","INDIVIDUAL","10+ years","University of California, Santa Barbara","A","RENT","11-08-2021","16-05-2021","14-09-2021","Fully Paid","14-10-2021",1061366,"credit card","A3"," 36 months","Not Verified",70000,0.1567,246.99,0.0699,8000,13,8891
2933,489717,"MI","INDIVIDUAL","10+ years","Intrepid Controls Systems, Inc.","A","RENT","10-03-2021","13-02-2021","10-11-2021","Fully Paid","10-12-2021",624960,"credit card","A4"," 36 months","Not Verified",82500,0.2348,304.88,0.0751,9800,22,10109
2934,355666,"FL","INDIVIDUAL","10+ years","Home Depot","A","RENT","08-09-2021","16-05-2021","10-03-2021","Fully Paid","10-04-2021",360502,"credit card","A4"," 36 months","Not Verified",56000,0.1704,135.39,0.0832,5600,32,4720
2935,866587,"CO","INDIVIDUAL","10+ years","Aerus Medical Staffing","A","RENT","11-09-2021","12-10-2021","12-10-2021","Fully Paid","12-11-2021",1080061,"credit card","A5"," 36 months","Not Verified",35000,0.2088,315.63,0.0849,10000,24,10768
2936,479215,"MA","INDIVIDUAL","2 years","SmartPak","A","RENT","10-01-2021","12-06-2021","12-06-2021","Fully Paid","12-07-2021",608812,"credit card","A5"," 36 months","Not Verified",42000,0.1977,312.81,0.0788,10000,26,11188
2937,526746,"TX","INDIVIDUAL","3 years","Shannon Medical Center","A","RENT","10-06-2021","13-12-2021","12-10-2021","Fully Paid","12-11-2021",681402,"credit card","A5"," 36 months","Not Verified",39500,0.1206,216.63,0.0788,6925,7,7748
2938,569486,"FL","INDIVIDUAL","4 years","holler honda","A","RENT","10-08-2021","12-10-2021","11-05-2021","Fully Paid","11-06-2021",732573,"credit card","A5"," 36 months","Not Verified",72000,0.2008,125.13,0.0788,4000,28,4192
2939,441817,"FL","INDIVIDUAL","5 years","Orange County Public Schools","A","RENT","09-09-2021","10-11-2021","10-12-2021","Fully Paid","10-01-2022",530689,"credit card","A1"," 36 months","Not Verified",38000,0.168,92.7,0.0705,3000,19,3194
