"emp_id","emp_title","emp_length"
2332,"US Postal Service (USPS)","2 years"
2333,"State of California","2 years"
2334,"South Bay Hospital Sun City Center 33573","2 years"
2335,"Education Management Systems","3 years"
2336,"Dlubak Corporation","3 years"
2337,"Planned Parenthood of the St. Louis Regi","3 years"
2338,"GE Energy","3 years"
2339,"Cincinnati Christian University","3 years"
2340,"","3 years"
2341,"State of Illinois","4 years"
2342,"SEMO Health Network","4 years"
2343,"Fort Worth ISD/Lily B. Clayton E.S.","4 years"
2344,"Sears Holdings Corporation","4 years"
2345,"New England Financial","4 years"
2346,"Nicor National","5 years"
2347,"With A Twist Studio","5 years"
2348,"Trippe Manufacturing Company","5 years"
2349,"JB Factory Carpets","5 years"
2350,"HFOTCO","5 years"
2351,"Colbond Inc","5 years"
2352,"Chase Paymentech","5 years"
2353,"","6 years"
2354,"The Doe Run Company","6 years"
2355,"SIEMENS DX","7 years"
2356,"Hudson Public Schools","7 years"
2357,"Equilibrium IT Solutions","7 years"
2358,"Baylor Health Care System","8 years"
2359,"United Fire Group","8 years"
2360,"Woodland Heights","8 years"
2361,"Express Scripts Inc.","8 years"
2362,"SAMS CLUB","9 years"
2363,"","< 1 year"
2364,"","< 1 year"
2365,"Woodbolt Distribution","< 1 year"
2366,"DCL Mooring & Rigging","< 1 year"
2367,"Live Well Financial","< 1 year"
2368,"Lockheed Martin Corp. (Aerotek)","< 1 year"
2369,"US Air Force","< 1 year"
2370,"Provena Covenant Medical Center","< 1 year"
2371,"Wachovia Corp.","< 1 year"
2372,"Electronic Transaction Consultants","< 1 year"
2373,"ics logistics","< 1 year"
2374,"State of Texas","< 1 year"
2375,"Resource Design & Build, LLC","4 years"
2376,"Haley & Aldrich","5 years"
2377,"","< 1 year"
2378,"University of Virginia","7 years"
2379,"ExtraDev, Inc.","10+ years"
2380,"Georgia Tech Research Insitute","1 year"
2381,"LCM, LLC","1 year"
2382,"Auburn University/Coosa County Extension Office","1 year"
2383,"","10+ years"
2384,"AIG VALIC","10+ years"
2385,"United Airlines","10+ years"
2386,"City of East Point","10+ years"
2387,"JKR Defalco Advertising","10+ years"
2388,"Self-employed","10+ years"
2389,"oregon electric","10+ years"
2390,"Harford County Government","2 years"
2391,"Bank of America Corp.","2 years"
2392,"Stonewater Church","2 years"
2393,"Schiff Hardin","3 years"
2394,"F & M Community Bank, NA","3 years"
2395,"Clarke County","4 years"
2396,"Becton Dickinson","4 years"
2397,"Barclays","4 years"
2398,"Los Angeles County","5 years"
2399,"Sheet Metal Supply","6 years"
2400,"Fedex Trade Networks","6 years"
2401,"Radford Masonry, Inc.","6 years"
2402,"Colton Joint USD","8 years"
2403,"Niji Entertainment Group","8 years"
2404,"Best Moulding Corp","9 years"
2405,"Avant-Garde Wealth Management, Inc.","< 1 year"
2406,"Mobile Infirmary","< 1 year"
2407,"TM Advertising","< 1 year"
2408,"St. Ambrose University","10+ years"
2409,"Hackettstown Regional Medical Center","10+ years"
2410,"HOMES Inc.","1 year"
2411,"DreamWorks Animation","10+ years"
2412,"Vanguard","10+ years"
2413,"tyson","2 years"
2414,"Arkansas Heart hospital","3 years"
2415,"Whittlesey & Hadley","3 years"
2416,"Berlin School District","5 years"
2417,"OSI Restaurant Partners","5 years"
2418,"union pacific railroad","5 years"
2419,"US Navy","7 years"
2420,"IBM","7 years"
2421,"US JOINER LLC","7 years"
2422,"21st Century Home Health Agency","7 years"
2423,"Sub Empire","7 years"
2424,"career colleges of america","8 years"
2425,"Airlines Reporting Corporation","8 years"
2426,"L'Oreal USA","9 years"
2427,"CareOne and self employed","< 1 year"
2428,"AWK","< 1 year"
2429,"Key Technologies","< 1 year"
2430,"St Charles City Co Library","10+ years"
2431,"Geico","5 years"
2432,"Ohio Attorney General's Office","1 year"
2433,"Rexam Beverage Can","< 1 year"
2434,"Aquatic Sales Solutions, Inc","1 year"
2435,"","10+ years"
2436,"truitt bros inc","10+ years"
2437,"Gwinnett County Government","10+ years"
2438,"DoD, USN Civil Service","10+ years"
2439,"Disabled","10+ years"
2440,"BWH and NWH Physicians Organization","10+ years"
2441,"Wellpoint","10+ years"
2442,"Eden Design","10+ years"
2443,"San Bernardino County","10+ years"
2444,"U. S Department of Housing and Urban Dev","10+ years"
2445,"John H Church Co Inc","10+ years"
2446,"Cobb County Sheriff's Office","10+ years"
2447,"Medco Health Solutions","10+ years"
2448,"international fire equipment","10+ years"
2449,"McCarthy, Inc.","10+ years"
2450,"Symantec","10+ years"
2451,"Oracle Corporation","10+ years"
2452,"Tegron","2 years"
2453,"Palm Beach Cardiology","3 years"
2454,"World Financial Group","4 years"
2455,"peneske","4 years"
2456,"City of Seattle","5 years"
2457,"FS Hawaii Salons, Inc","5 years"
2458,"Sinai-Grace Hospital","5 years"
2459,"The Wistar Institute","6 years"
2460,"phi delta theta","7 years"
2461,"Sprint","7 years"
2462,"West Corp","8 years"
2463,"American Health Care Association","8 years"
2464,"New Hope Community, Inc.","8 years"
2465,"Stanislaus County Sheriff","9 years"
2466,"Konica Minolta","9 years"
2467,"Los Angeles Unified School District","9 years"
2468,"Heartland Dental","< 1 year"
2469,"Fox 5 San Diego (KSWB TV)","< 1 year"
2470,"Croop-Lafrance","< 1 year"
2471,"NB Handy","1 year"
2472,"KCBS/KCAL-TV","10+ years"
2473,"Markham Norton  Mosteller Wright  and  Co.","10+ years"
2474,"Milpitas Police Department","10+ years"
2475,"Wellness Enterprises","2 years"
2476,"PMF, Inc.","3 years"
2477,"Nokomis Inc.","4 years"
2478,"waltz engineering","4 years"
2479,"coral springs transportation","6 years"
2480,"COLSA Corporation","8 years"
2481,"ACS, a Xerox Company","1 year"
2482,"hemlock semiconductor","10+ years"
2483,"GORDMANS","10+ years"
2484,"Air National Guard","10+ years"
2485,"Mechanical Inc","10+ years"
2486,"General Motors","10+ years"
2487,"North Florida Lincoln","10+ years"
2488,"City of Steubenville","2 years"
2489,"Eclipsys Corporation","2 years"
2490,"Oregon Pacific Bank","3 years"
2491,"TA Instruments","3 years"
2492,"Hilmar Cheese","6 years"
2493,"DELL Inc","6 years"
2494,"eLoyalty","9 years"
2495,"Jones Day","9 years"
2496,"","< 1 year"
2497,"PRTM","< 1 year"
2498,"Verizon Business","10+ years"
2499,"Missouri State University","4 years"
2500,"Ann Taylor","4 years"
2501,"US Air Force","10+ years"
2502,"Chevron","10+ years"
2503,"Great Lakes Orthodontics","1 year"
2504,"Qwest Communications","10+ years"
2505,"Prairie Farms Dairy","10+ years"
2506,"CompuCom Systems","10+ years"
2507,"HFIS","10+ years"
2508,"Purdum Gray Ingledue","10+ years"
2509,"Fresno Co District Attorney","10+ years"
2510,"Bank of Oklahoma","10+ years"
2511,"Ga. Power Co.","10+ years"
2512,"Centro Civico of Amsterdam","2 years"
2513,"3M","2 years"
2514,"USAF","3 years"
2515,"Marion County Fire Rescue","3 years"
2516,"Department of Justice","3 years"
2517,"chevron mining inc","4 years"
2518,"BW Technologies By Honeywell","5 years"
2519,"Hillstone Restaurtant Group dba Houstons","6 years"
2520,"knights of columbus","7 years"
2521,"comcast","7 years"
2522,"Answer Financial, Inc","7 years"
2523,"BAE Systems","7 years"
2524,"Mont Bleu","9 years"
2525,"CHReynolds","< 1 year"
2526,"south daytona police department","10+ years"
2527,"Belkin","1 year"
2528,"Jacobs Engineering Grp.","10+ years"
2529,"USAF","10+ years"
2530,"City of Sioux Falls","2 years"
2531,"UPHS","2 years"
2532,"Airtran Airways","3 years"
2533,"Midgard Management Inc","4 years"
2534,"SYNERGY FLAVORS","4 years"
2535,"Groupee Inc","9 years"
2536,"Colfax Corporation","9 years"
2537,"Aerospace Corporation","9 years"
2538,"Lerner Corporation","4 years"
2539,"eye care center of virginia","10+ years"
2540,"military","10+ years"
2541,"dept of corrections st. of ct.","10+ years"
2542,"Pizza Restaurant","10+ years"
2543,"u s sugar co","10+ years"
2544,"Sutter Connect","2 years"
2545,"Wedge Manufacturing","2 years"
2546,"Endeca Technologies","2 years"
2547,"Service Management Group","3 years"
2548,"Chrome Deposit Corperation","4 years"
2549,"Canyon Independent School District","4 years"
2550,"RTC Group, Inc.","5 years"
2551,"Harris Corporation","8 years"
2552,"Apollo Group","8 years"
2553,"nycb","9 years"
2554,"Cole Taylor Bank","9 years"
2555,"Franciscan St. James Hospital","10+ years"
2556,"Georgia State University","6 years"
2557,"Department of Homelan Security/ICE","8 years"
2558,"Central Methodist University","10+ years"
2559,"PMA ADVERTISING","6 years"
2560,"Western State Hospital","1 year"
2561,"e-Dialog","3 years"
2562,"world confections inc","5 years"
2563,"wsm trading corp","5 years"
2564,"CHESAPEAKE","5 years"
2565,"Alternative Office Solutions, Inc.","6 years"
2566,"State of California","7 years"
2567,"US Navy","8 years"
2568,"Childrens's Medical Center","9 years"
2569,"Bethune-Cookman University","10+ years"
2570,"Catalina Marketing","2 years"
2571,"Allstate Insurance","4 years"
2572,"IBM","5 years"
2573,"Hankins Services Inc","5 years"
2574,"storage power battery","2 years"
2575,"Consolidated Health Care Services","4 years"
2576,"JPMorgan Chase","4 years"
2577,"st. louis county police department","10+ years"
2578,"Devonshire Real Estate","3 years"
2579,"Stateof Connecticut","6 years"
2580,"SADDLEBACK MEMORIAL MEDICAL CENTER","8 years"
2581,"KHM Studios / (2nd job DRIVE LLC.)","9 years"
2582,"NMDP","5 years"
2583,"Self-employed","10+ years"
2584,"Oracle","10+ years"
2585,"CBS Films","2 years"
2586,"Kroger Co.","3 years"
2587,"Ad-Base Systems","10+ years"
2588,"State of New Jersey / DCF","5 years"
2589,"Albemarle Hospital","2 years"
2590,"Piper Valve Systems","2 years"
2591,"Internet Company","3 years"
2592,"Wells Fargo","4 years"
2593,"Clearwater irrigation","5 years"
2594,"Best Overnite Express","9 years"
2595,"cumberlad farms","10+ years"
2596,"ADM TRUCKING","< 1 year"
2597,"ibc (wonder bread Hostess)","3 years"
2598,"Wood, Herron & Evans","7 years"
2599,"Virginia Mason Medical Center","8 years"
2600,"timberline Construction, Inc","9 years"
2601,"Self Employed","10+ years"
2602,"Colorado Mountain College","< 1 year"
2603,"The Motley Fool","< 1 year"
2604,"BancorpSouth","2 years"
2605,"fantastic sams","1 year"
2606,"Cowles Co.","10+ years"
2607,"State of arizona","10+ years"
2608,"Green Drake Corporation","10+ years"
2609,"walmart","10+ years"
2610,"KENANSVILLE EQUIPMENT CO","10+ years"
2611,"AUTORE OIL COMPANY, INC","10+ years"
2612,"Del Taco Restaurant Services Corporation","2 years"
2613,"Zecco Trading","2 years"
2614,"PEPECO ENERGY SERVICES","2 years"
2615,"Northwest Community Hospital","3 years"
2616,"US Navy","3 years"
2617,"Civetta Cousins JV","3 years"
2618,"Rutgers University","4 years"
2619,"US Navy","5 years"
2620,"Logan County Schools","7 years"
2621,"","7 years"
2622,"Pasco Middle School","7 years"
2623,"Retired","< 1 year"
2624,"","< 1 year"
2625,"Axa Equitable","1 year"
2626,"First Financial Bank","1 year"
2627,"Fairchild AFB","10+ years"
2628,"OAI","10+ years"
2629,"Robert D. Soloff","10+ years"
2630,"Advanced Technology Services","2 years"
2631,"united producers inc","4 years"
2632,"Progress Foundation","9 years"
2633,"","< 1 year"
2634,"Northland Area Federal CU","10+ years"
2635,"nail expo","10+ years"
2636,"grass pad inc","3 years"
2637,"Formosa Plastics","3 years"
2638,"Houston NW Medical Center","4 years"
2639,"","10+ years"
2640,"US Coast Guard","8 years"
2641,"Credit Agricole Structured Asset Mgmt","1 year"
2642,"retired from state of florida","10+ years"
2643,"Gainesville Paper Company Inc.","10+ years"
2644,"Sandoz Inc.","10+ years"
2645,"M & H Liquors","2 years"
2646,"KBI Sonic","2 years"
2647,"wilson ford and lovelace law officce","3 years"
2648,"Dentsply International","3 years"
2649,"Presagis","3 years"
2650,"Citigroup","4 years"
2651,"Golden State Reel & Crate, Inc.","4 years"
2652,"harts hardware","7 years"
2653,"Hammmersmith Builders","8 years"
2654,"Futures through choices","9 years"
2655,"","< 1 year"
2656,"KOAT Channel 7","10+ years"
2657,"Springfield Housing Authority","7 years"
2658,"medicab of rochester","10+ years"
2659,"","10+ years"
2660,"","10+ years"
2661,"Creative Electronics","10+ years"
2662,"Bankers Life & Casualty","3 years"
2663,"Foxborough Public Schools","4 years"
2664,"IHSS Public Authority","5 years"
2665,"OPASTCO","1 year"
2666,"Sepco erie","6 years"
2667,"MPC Corp","9 years"
2668,"Ark Christian Academy","3 years"
2669,"Lehigh Valley Community Menatl Health","< 1 year"
2670,"JP Morgan Chase","10+ years"
2671,"State of Wisconsin","10+ years"
2672,"espey mfg","10+ years"
2673,"Freescale Semiconductor","10+ years"
2674,"Ophthalmic Management Company","4 years"
2675,"Capri Lanes","5 years"
2676,"","5 years"
2677,"MSP","< 1 year"
2678,"SALVATORE MILELLI","3 years"
2679,"at&t","5 years"
2680,"lowes rdc961","7 years"
2681,"Sanitation services","8 years"
2682,"Borden Insurance","10+ years"
2683,"Shands Healthcare","10+ years"
2684,"Professional Support Inc","3 years"
2685,"CPC","5 years"
2686,"U.S. Bank","1 year"
2687,"","10+ years"
2688,"Village Toy Shop","2 years"
2689,"mentoring of america","2 years"
2690,"Burger King","6 years"
2691,"hopewell pharmacy","9 years"
2692,"NetCom Learning","< 1 year"
2693,"capital one","1 year"
2694,"wellsfargo","< 1 year"
2695,"Southwest Consulting LLC","6 years"
2696,"Team Awesome Productions, Inc.","1 year"
2697,"Johnsons Controls Inc","1 year"
2698,"Barnes & Noble","1 year"
2699,"Digital Intelligence Systems","1 year"
2700,"Walsh Offshore","1 year"
2701,"Buffalo Wild Wings","1 year"
2702,"Stifel Nicolaus","1 year"
2703,"Redwood City School District","1 year"
2704,"Creative Communications","1 year"
2705,"Silicon Valley Bank","1 year"
2706,"Jared","1 year"
2707,"SenDx Medical Inc","1 year"
2708,"Harris & Fraser","1 year"
2709,"LS9, Inc","1 year"
2710,"Mineola Animal Hospital","1 year"
2711,"Roto-Rooter Service Company","1 year"
2712,"Carlson, Calladine & Peterson LLP","1 year"
2713,"Legacy Print and Promotion, Inc.","1 year"
2714,"MHNet","1 year"
2715,"Foley & Lardner LLP","1 year"
2716,"Consumertrack","1 year"
2717,"carney security","1 year"
2718,"Tony Taylor Insurance Services, Inc.","1 year"
2719,"american international","10+ years"
2720,"State of Georgia","10+ years"
2721,"Del Norte Association for Developmental","10+ years"
2722,"","10+ years"
2723,"Ghosh Engineers, Inc.","10+ years"
2724,"","10+ years"
2725,"care-van  inc.","10+ years"
2726,"Oceanside Unified School District","10+ years"
2727,"CITY OF VIRGINIA BEACH","10+ years"
2728,"U.S. Air Force","10+ years"
2729,"RouteMatch Software","10+ years"
2730,"Art Institute","10+ years"
2731,"Investors Management and Marketing","10+ years"
2732,"Ryland & Merchak, P.C.","10+ years"
2733,"Boston University","2 years"
2734,"Green For All","2 years"
2735,"Premier Transportation","2 years"
2736,"HC2 Inc.","2 years"
2737,"Empowerment Systems, Inc","2 years"
2738,"New York City Dept of Transportation","2 years"
2739,"Scholastic","2 years"
2740,"Pictopia","2 years"
2741,"Corrpro","2 years"
2742,"San Juan County","2 years"
2743,"Annabelle's Pet Care","2 years"
2744,"united health care","2 years"
2745,"TP Mechanical Contractors, Inc.","2 years"
2746,"Shawnee Health Service","2 years"
2747,"CARMAX","2 years"
2748,"Heron Systems, Inc.","2 years"
2749,"Law Firm","2 years"
2750,"Canon USA","2 years"
2751,"Seagate","2 years"
2752,"Marriott","2 years"
2753,"Convio Inc.","2 years"
2754,"Vornado Realty Trust","2 years"
2755,"Lakeland Regional Medical Center","2 years"
2756,"Beginning with Children Foundation","2 years"
2757,"Medvance","2 years"
2758,"Boeing","3 years"
2759,"Neftin Mazda","3 years"
2760,"Town of Millbury","3 years"
2761,"Allen & Overy LLP","3 years"
2762,"Community Bank","3 years"
2763,"Smart Design","3 years"
2764,"Caymanarts Inc.","3 years"
2765,"aNb Media","3 years"
2766,"University of Texas System","3 years"
2767,"Crow Friedman Group","3 years"
2768,"Don's Seafood and Chicken","3 years"
2769,"Timber Hill LLC","3 years"
2770,"PaleoSun, Inc.","3 years"
2771,"metropolitan opera","3 years"
2772,"Credit Agricole Corp. Investment Bank","3 years"
2773,"iStreamPlanet","3 years"
2774,"Geosyntec Consultants","3 years"
2775,"Cole Technologies","3 years"
2776,"LAKE AVENUE CHURCH","3 years"
2777,"Millennium Training Institute","3 years"
2778,"Meetup","3 years"
2779,"Management Research Services, Inc.","3 years"
2780,"Sensiba San Filippo, LLP","3 years"
2781,"SFUSD","3 years"
2782,"Webtrends","3 years"
2783,"Dermalogica","3 years"
2784,"Memorial Sloan Kettering Cancer Center","3 years"
2785,"FlightSafety Internation Inc","4 years"
2786,"Taylor & Francis","4 years"
2787,"Mid Atlantic Corporate Federal Credit Un","4 years"
2788,"Accenture","4 years"
2789,"Berkshire Hathaway Homestate Companies","4 years"
2790,"ALLIANCE ENERGY","4 years"
2791,"Relief International","4 years"
2792,"International Fund Services","4 years"
2793,"Alcatel-Lucent","4 years"
2794,"Monitor Group","4 years"
2795,"C. Steven Horn & Associates, P.C.","4 years"
2796,"Bluffton University","4 years"
2797,"Luther Burbank Savings","4 years"
2798,"The Broad Institutue","4 years"
2799,"county of ventura","4 years"
2800,"AlliedBarton","4 years"
2801,"Kennedy Wilson","4 years"
2802,"Wells Fargo","4 years"
2803,"Palm Beach Community College","4 years"
2804,"True North Advisors","4 years"
2805,"ITCHoldings","4 years"
2806,"Pacific Clinics","4 years"
2807,"Davis Lock and Safe","5 years"
2808,"The University of Texas at Austin","5 years"
2809,"Advanced Toolware","5 years"
2810,"Dermatology Asspc","5 years"
2811,"JB Dawsons","5 years"
2812,"","5 years"
2813,"AHMRT LLP","5 years"
2814,"Experian","5 years"
2815,"Coastal Travel","5 years"
2816,"State Of Ca","5 years"
2817,"NY Health Club","5 years"
2818,"University of California","6 years"
2819,"Interbrand","6 years"
2820,"FileTrail, Inc.","6 years"
2821,"MassBay Community College","6 years"
2822,"Lord Abbett","6 years"
2823,"Volkswagen of America","6 years"
2824,"","6 years"
2825,"Global Linking Solutions","6 years"
2826,"University of Houston","6 years"
2827,"Norfolk Southern Corporation","7 years"
2828,"Borders Group","7 years"
2829,"LIFE CARE CENTER OF AMERICA","7 years"
2830,"State Compensation Insurance Fund","7 years"
2831,"State of Arkansas","8 years"
2832,"BLS limousin servis","8 years"
2833,"Population Council","8 years"
2834,"United Bankers' Bank","8 years"
2835,"University of Texas at Austin, HRC","8 years"
2836,"Airnamic Inc.","8 years"
2837,"Air Force","9 years"
2838,"Village Investment Partners","9 years"
2839,"COROVAN Moving & Storage","9 years"
2840,"Al Frank Asset Management, Inc.","9 years"
2841,"City of Pembroke Pines","9 years"
2842,"Hitachi Data Systems","9 years"
2843,"New York Presbyterian Hospital","< 1 year"
2844,"Wissahickon Cyclery","< 1 year"
2845,"Lawler & Lawler","< 1 year"
2846,"Veterinary Specialty Center of Tucson","< 1 year"
2847,"Fisher Blue Water Galleries","< 1 year"
2848,"","< 1 year"
2849,"PreMediaGlobal","< 1 year"
2850,"Merrill Lynch","< 1 year"
2851,"St. Vincents Hospital","< 1 year"
2852,"","< 1 year"
2853,"Kansas University","< 1 year"
2854,"LegalZoom.com","< 1 year"
2855,"Trek Bicycle Store of Boulder","< 1 year"
2856,"Denver Regional Council of Governments","< 1 year"
2857,"All Creatures Great and Small","< 1 year"
2858,"Bellflower Unified School District","< 1 year"
2859,"SNL Financial","< 1 year"
2860,"","< 1 year"
2861,"GenPrime Inc.","< 1 year"
2862,"Digitas Inc","< 1 year"
2863,"2wire","< 1 year"
2864,"AC Square, Inc.","< 1 year"
2865,"AGC","< 1 year"
2866,"Reiter Affiliated Companies","< 1 year"
2867,"Jalux Americas, Inc.","2 years"
2868,"Belly up","3 years"
2869,"Chubb","3 years"
2870,"Town of Boonton","7 years"
2871,"Volt Workforce","1 year"
2872,"Lamplight Christian School","1 year"
2873,"WorldWater & Solar Technologies, Inc.","1 year"
2874,"Commission Junction","1 year"
2875,"Rehab Alliance","1 year"
2876,"Eyebeam Atelier","1 year"
2877,"Omnicom Media Group","1 year"
2878,"bank of america","10+ years"
2879,"Asphalt Contractors Inc","10+ years"
2880,"","10+ years"
2881,"","10+ years"
2882,"Royal Realty corp.","10+ years"
2883,"Computer Sciences Corporation","2 years"
2884,"Edward Jones","2 years"
2885,"The North Face","2 years"
2886,"D L Adams Associates","2 years"
2887,"Kerr Brosseau Bartlett O'Brien, LLC","2 years"
2888,"USCCB","2 years"
2889,"Impact Technologies, LLC","3 years"
2890,"Solvaire Technologies","3 years"
2891,"CBRE Capital Markets","3 years"
2892,"IBEW Local 134","3 years"
2893,"ISO","3 years"
2894,"Topway Enterprise","3 years"
2895,"Federal Government","3 years"
2896,"Motorola Inc","3 years"
2897,"Western Area Power Administration","3 years"
2898,"Wells Fargo Auto Finance","3 years"
2899,"Westbrook lobster","3 years"
2900,"CSKT","4 years"
2901,"Baxter Auto Parts","4 years"
2902,"UC Berkeley","4 years"
2903,"Lutheran Social Services","4 years"
2904,"Village Transportation","4 years"
2905,"Millennium Training Institute","4 years"
2906,"Glow Networks","4 years"
2907,"Partridge Architects","5 years"
2908,"JV Henik Inc","5 years"
2909,"David Boland, Inc.","5 years"
2910,"Spokane Falls Community College","6 years"
2911,"The Home Depot","6 years"
2912,"united nations","7 years"
2913,"SMCI / S3545.com","7 years"
2914,"thomas phifer and partners","7 years"
2915,"Automatic Data Processing","8 years"
2916,"CUTCO CORP","8 years"
2917,"EMG","9 years"
2918,"Precision Steel Mfg. Corp.","9 years"
2919,"FIDM","9 years"
2920,"Caesars Ent.","< 1 year"
2921,"Redbox Automated Retail","< 1 year"
2922,"United Technologies","< 1 year"
2923,"Giant Eagle","< 1 year"
2924,"Digitaria Interactive","< 1 year"
2925,"Diageo North America","< 1 year"
2926,"Cambridge Associates","< 1 year"
2927,"Housatonic Valley Association","1 year"
2928,"Novogradac & Company","1 year"
2929,"Swedish Medical Center","1 year"
2930,"TravelCorp","10+ years"
2931,"Salt Creek Grille","10+ years"
2932,"University of California, Santa Barbara","10+ years"
2933,"Intrepid Controls Systems, Inc.","10+ years"
2934,"Home Depot","10+ years"
2935,"Aerus Medical Staffing","10+ years"
2936,"SmartPak","2 years"
2937,"Shannon Medical Center","3 years"
2938,"holler honda","4 years"
2939,"Orange County Public Schools","5 years"
2940,"Sony Online Entertainment","5 years"
2941,"Cupertino Health Care","5 years"
2942,"Eight Cafe","5 years"
2943,"NCL CRUSIE LINES","6 years"
2944,"The State of New Jersey","6 years"
2945,"Copper-Burton","6 years"
2946,"wachovia securities","6 years"
2947,"e-MDs","< 1 year"
2948,"Plains Choice Auto Group, LLC","2 years"
2949,"Danfoss","2 years"
2950,"Basic Energy Services","4 years"
2951,"Best Electric","6 years"
2952,"JPMorganChase","8 years"
2953,"Deloitte","< 1 year"
2954,"Redbird Boats","< 1 year"
2955,"Sunshine Bible Academy","1 year"
2956,"Giant Steps Illinois, Inc.","1 year"
2957,"IP Law Firm","2 years"
2958,"Scheitd& Bachmann","< 1 year"
2959,"Landmark College","7 years"
2960,"WCGME","< 1 year"
2961,"Lawrence Tech University","1 year"
2962,"Friar Tuck Beverage","1 year"
2963,"Raytheon","1 year"
2964,"Palo Verde Unified School District","1 year"
2965,"","1 year"
2966,"Total Terminals International, LLC","1 year"
2967,"Children's Medical Center","1 year"
2968,"SenDx Medical Inc","1 year"
2969,"HD Segur","1 year"
2970,"Ripple IT","1 year"
2971,"The Lineage Group","1 year"
2972,"Lindenmeyr Munroe","1 year"
2973,"SYSPRO Impact Software","1 year"
2974,"Verizon Business","1 year"
2975,"V&F Transformer Corporation","1 year"
2976,"The Bridge","1 year"
2977,"","1 year"
2978,"quick cable corparation","1 year"
2979,"Tampa General Hospital","1 year"
2980,"Northrop Grumman","1 year"
2981,"","1 year"
2982,"Wells Fargo","1 year"
2983,"Monroe College","1 year"
2984,"Ennis Fine Furniture","10+ years"
2985,"ASV Wines, Inc","10+ years"
2986,"Wal-Mart Stores","10+ years"
2987,"Costco","10+ years"
2988,"UC Berkeley","10+ years"
2989,"Dicks Sporting Goods","10+ years"
2990,"Isle of Capri Casinos","10+ years"
2991,"","10+ years"
2992,"Ewing Bros., Inc.","10+ years"
2993,"RA Jarboe and Sons","10+ years"
2994,"","10+ years"
2995,"The Vineyard","10+ years"
2996,"HERMAN HEALTHCARE CENTER","10+ years"
2997,"Mr B's Flowers","10+ years"
2998,"SCC Soft Computer","10+ years"
2999,"GIFTS Software","10+ years"
3000,"A&A Novato Inc.","10+ years"
3001,"KP Corporation","10+ years"
3002,"Atkins Engineering","10+ years"
3003,"MTV Networks","10+ years"
3004,"New Jersey Dept of Banking and Insurance","10+ years"
3005,"Pacific Cookie Company","2 years"
3006,"chris's Smog Shop","2 years"
3007,"Forex Club LLC","2 years"
3008,"Cincinnati Police Department","2 years"
3009,"Executive Hotels Vintage Court","2 years"
3010,"Kerman Unified School District","2 years"
3011,"","2 years"
3012,"JTSD","2 years"
3013,"Bumble Bee Seafood","2 years"
3014,"Lord Abbett","2 years"
3015,"Jenkins County BOE","2 years"
3016,"Factset","2 years"
3017,"NYC Department of Education","2 years"
3018,"Giant Interactive","2 years"
3019,"Orphic Workshop, LLC","2 years"
3020,"Wells Fargo","2 years"
3021,"U.S. Marshals Service","2 years"
3022,"MHMH","2 years"
3023,"Mutual of America","2 years"
3024,"RQ Construction, LLC","2 years"
3025,"Kelman Data Management","2 years"
3026,"First Data","2 years"
3027,"Florida Telco Credit Union","3 years"
3028,"Verizon","3 years"
3029,"COMCAST","3 years"
3030,"Studio Say So Inc","3 years"
3031,"City & County of San Francisco","3 years"
3032,"Duval Multi-Residential Services Inc","3 years"
3033,"MERCY COLLEGE","3 years"
3034,"","3 years"
3035,"Day Wireless Systems","3 years"
3036,"Goodwin Procter LLP","3 years"
3037,"Educational Policy Improvement Center","3 years"
3038,"Federal Judicial Center","3 years"
3039,"Interstate Warehousing","3 years"
3040,"Inova Health Systems","3 years"
3041,"County of San Diego","3 years"
3042,"A Healthcare IT Company","3 years"
3043,"Pomona Unified School District","4 years"
3044,"","4 years"
3045,"Host Publications","4 years"
3046,"Loomis Sayles & Co.","4 years"
3047,"CBS Television Stations","4 years"
3048,"ERNST & YOUNG","4 years"
3049,"Unitus CCU","4 years"
3050,"ANPAC","4 years"
3051,"Tech Credit Union","4 years"
3052,"StateStreet","4 years"
3053,"Self Employed","4 years"
3054,"Adams Farm Animal Hospital","4 years"
3055,"CyraCom","4 years"
3056,"Stargate Studios","4 years"
3057,"LF USA","4 years"
3058,"Expedia Inc.","5 years"
3059,"U.S. Treasury Department","5 years"
3060,"LPHI","5 years"
3061,"southwest administrators, inc","5 years"
3062,"","5 years"
3063,"SOMERSET SURGICAL CENTER","5 years"
3064,"","5 years"
3065,"Social Security Administration","5 years"
3066,"Whole Foods Market Inc","5 years"
3067,"Noble Energy","5 years"
3068,"City of Simi Valley","5 years"
3069,"Walker & Moody Architects","5 years"
3070,"Evins Communications, LTD","5 years"
3071,"THE PANTRY","5 years"
3072,"c n j contracting co","6 years"
3073,"Parable Group, Inc.","6 years"
3074,"DTLA Motors Nissan","6 years"
3075,"Maxwell Architects LLC","6 years"
3076,"EarthCalc Inc.","6 years"
3077,"Glorious Light International Church","6 years"
3078,"Carat USA","6 years"
3079,"The Rockefeller University","7 years"
3080,"CCCS of San Francisco","7 years"
3081,"Napoli's Restaurant","7 years"
3082,"Roberts Markel PC","7 years"
3083,"Van Tuyl Group","7 years"
3084,"Mayo Clinic","8 years"
3085,"North Star Resource Group","8 years"
3086,"SuperShuttle International, INC","8 years"
3087,"McKinsey & Company","8 years"
3088,"Leslie S. Kaya, CPA","9 years"
3089,"SYSTEL BUSINESS EQUIPMENT CO. INC","9 years"
